id,transdate,description,amount,category,accountname,
5884,15-Mar-13,,-26.12,Restaurants,CAD CREDIT CARD,
5885,15-Mar-13,,-38.84,Clothing,CAD CREDIT CARD,
5886,15-Mar-13,,-105,Utilities,CAD CHECKING,
5887,16-Mar-13,,-1.6,Travel,CAD CREDIT CARD,
5888,16-Mar-13,,-8.39,Misc Expenses,CAD CREDIT CARD,
5889,16-Mar-13,,-27,Rental Car & Taxi,CAD CREDIT CARD,
5890,16-Mar-13,,-6.32,Fast Food,CAD CREDIT CARD,
5891,16-Mar-13,,-8.87,Groceries,CAD CREDIT CARD,
5892,16-Mar-13,,-34.65,Alcohol & Bars,CAD CREDIT CARD,
5893,16-Mar-13,,-134,Utilities,CAD CHECKING,
5894,16-Mar-13,,-68.96,Clothing,CAD CREDIT CARD,
5895,16-Mar-13,,-83.52,Restaurants,CAD CREDIT CARD,
5896,17-Mar-13,,-4.7,Transportation,CAD CREDIT CARD,
5897,17-Mar-13,,-32,Utilities,CAD CHECKING,
5898,17-Mar-13,,-107.3,Travel,CAD CREDIT CARD,
5899,17-Mar-13,,-10.55,Fast Food,CAD CREDIT CARD,
5900,17-Mar-13,,-77.6,Health & Fitness,CAD CREDIT CARD,
5901,17-Mar-13,,-2.1,Groceries,CAD CREDIT CARD,
5902,18-Mar-13,,-2958.56,Credit Card Payment,CAD CHECKING,
5903,18-Mar-13,,1603.49,Credit Card Payment,CAD CREDIT CARD,
5904,18-Mar-13,,160.2,Reimbursement,CAD CHECKING,
5905,19-Mar-13,,-9.69,Fast Food,CAD CREDIT CARD,
5906,19-Mar-13,,-11.07,Personal Care,CAD CREDIT CARD,
5907,19-Mar-13,,-1682.3,Paycheck,CAD CHECKING,
5908,19-Mar-13,,-11.75,Groceries,CAD CREDIT CARD,
5909,19-Mar-13,,52.2,Reimbursement,CAD CHECKING,
5910,20-Mar-13,,-45.97,Groceries,CAD CREDIT CARD,
5911,20-Mar-13,,-20.68,Groceries,CAD CREDIT CARD,
5912,20-Mar-13,,-15.3,Coffee Shops,CAD CREDIT CARD,
5913,21-Mar-13,,-57.5,Alcohol & Bars,CAD CREDIT CARD,
5914,21-Mar-13,,3855.66,Paycheck,CAD CHECKING,
5915,21-Mar-13,,-22,Fast Food,CAD CREDIT CARD,
5916,21-Mar-13,,-277.6,Clothing,CAD CREDIT CARD,
5917,22-Mar-13,,-32.03,Health & Fitness,CAD CREDIT CARD,
5918,22-Mar-13,,-37.41,Alcohol & Bars,CAD CREDIT CARD,
5919,22-Mar-13,,-12.69,Personal Care,CAD CREDIT CARD,
5920,22-Mar-13,,84.25,Clothing,CAD CREDIT CARD,
5921,22-Mar-13,,-11.2,Rental Car & Taxi,CAD CREDIT CARD,
5922,23-Mar-13,,-11,Fast Food,CAD CREDIT CARD,
5923,23-Mar-13,,-52.01,Clothing,CAD CREDIT CARD,
5924,23-Mar-13,,-13.81,Transportation,CAD CREDIT CARD,
5925,23-Mar-13,,-168.04,Clothing,CAD CREDIT CARD,
5926,23-Mar-13,,-946.3,Dues,CAD CHECKING,
5927,24-Mar-13,,14.92,Clothing,CAD CREDIT CARD,
5928,24-Mar-13,,-3.31,Groceries,CAD CREDIT CARD,
5929,24-Mar-13,,-1.6,Transportation,CAD CREDIT CARD,
5930,24-Mar-13,,-6.18,Electronics & Software,CAD CREDIT CARD,
5931,24-Mar-13,,-16.61,Alcohol & Bars,CAD CREDIT CARD,
5932,24-Mar-13,,-14,Alcohol & Bars,CAD CREDIT CARD,
5933,24-Mar-13,,-43.16,Restaurants,CAD CREDIT CARD,
5934,24-Mar-13,,-91.9,Clothing,CAD CREDIT CARD,
5935,24-Mar-13,,-138,Gift,CAD CREDIT CARD,
5936,25-Mar-13,,-91.6,Electronics & Software,CAD CREDIT CARD,
5937,26-Mar-13,,-39,Alcohol & Bars,CAD CREDIT CARD,
5938,26-Mar-13,,-103.49,Clothing,CAD CREDIT CARD,
5939,26-Mar-13,,-14.84,Restaurants,CAD CREDIT CARD,
5940,27-Mar-13,,-20.51,Groceries,CAD CREDIT CARD,
5941,27-Mar-13,,-61,Alcohol & Bars,CAD CHECKING,
5942,28-Mar-13,,-16.32,Transportation,CAD CREDIT CARD,
5943,29-Mar-13,,2459.5,Paycheck,CAD CHECKING,
5944,29-Mar-13,,-10.08,Rental Car & Taxi,CAD CREDIT CARD,
5945,29-Mar-13,,-263.57,Electronics & Software,CAD CREDIT CARD,
5946,30-Mar-13,,188.7,Transfer,CAD CHECKING,
5947,30-Mar-13,,-7.22,Groceries,CAD CREDIT CARD,
5948,31-Mar-13,,-41.6,Restaurants,CAD CREDIT CARD,
5949,31-Mar-13,,-166.95,Restaurants,CAD CREDIT CARD,
5950,31-Mar-13,,-40,Alcohol & Bars,CAD CHECKING,
5951,1-Apr-13,,209.08,Transfer,US CHECKING 2,
5952,2-Apr-13,,21.18,Interest Income,CAD SAVINGS,
5953,2-Apr-13,,-4.6,Fast Food,CAD CREDIT CARD,
5954,2-Apr-13,,-7.51,Fast Food,CAD CREDIT CARD,
5955,2-Apr-13,,-13.51,Rental Car & Taxi,CAD CREDIT CARD,
5956,2-Apr-13,,-106.95,Restaurants,CAD CREDIT CARD,
5957,2-Apr-13,,-9.35,Home Insurance,CAD CHECKING,
5958,3-Apr-13,,-14.5,Transportation,CAD CREDIT CARD,
5959,3-Apr-13,,-18,Transportation,CAD CREDIT CARD,
5960,3-Apr-13,,-33.49,Gas & Fuel,CAD CREDIT CARD,
5961,3-Apr-13,,-2001,Mortgage & Rent,CAD CHECKING,
5962,3-Apr-13,,-14.31,Groceries,CAD CREDIT CARD,
5963,3-Apr-13,,-12,Transportation,CAD CREDIT CARD,
5964,3-Apr-13,,-49,Charity,CAD CREDIT CARD,
5965,4-Apr-13,,-95.8,Utilities,CAD CHECKING,
5966,5-Apr-13,,-8.69,Fast Food,CAD CREDIT CARD,
5967,5-Apr-13,,-182.73,Entertainment,CAD CREDIT CARD,
5968,6-Apr-13,,-36,Paycheck,CAD CHECKING,
5969,6-Apr-13,,-33.01,Groceries,CAD CREDIT CARD,
5970,6-Apr-13,,-30.6,Restaurants,CAD CREDIT CARD,
5971,7-Apr-13,,-3,Utilities,CAD CHECKING,
5972,7-Apr-13,,-209.37,Utilities,CAD CHECKING,
5973,7-Apr-13,,-3.3,Fast Food,CAD CREDIT CARD,
5974,7-Apr-13,,-11.21,Groceries,CAD CREDIT CARD,
5975,7-Apr-13,,3156.78,Credit Card Payment,CAD CREDIT CARD,
5976,7-Apr-13,,-34.62,Groceries,CAD CREDIT CARD,
5977,8-Apr-13,,-3638.33,Credit Card Payment,CAD CHECKING,
5978,8-Apr-13,,-5.7,Fast Food,CAD CREDIT CARD,
5979,8-Apr-13,,-61.56,Hair,CAD CREDIT CARD,
5980,9-Apr-13,,-6.08,Rental Car & Taxi,CAD CREDIT CARD,
5981,9-Apr-13,,-30.23,Groceries,CAD CREDIT CARD,
5982,9-Apr-13,,-6.99,Rental Car & Taxi,CAD CREDIT CARD,
5983,9-Apr-13,,-2.4,Fast Food,CAD CREDIT CARD,
5984,10-Apr-13,,-2.6,Fast Food,CAD CREDIT CARD,
5985,10-Apr-13,,-1.8,Fast Food,CAD CREDIT CARD,
5986,10-Apr-13,,-143.58,Travel,CAD CHECKING,
5987,10-Apr-13,,2339.3,Paycheck,CAD CHECKING,
5988,11-Apr-13,,-8.72,Coffee Shops,CAD CREDIT CARD,
5989,11-Apr-13,,-23,Alcohol & Bars,CAD CHECKING,
5990,12-Apr-13,,-2.61,Travel,CAD CREDIT CARD,
5991,12-Apr-13,,-31.67,Groceries,CAD CREDIT CARD,
5992,13-Apr-13,,-8.82,Fast Food,CAD CREDIT CARD,
5993,13-Apr-13,,-6.6,Alcohol & Bars,CAD CREDIT CARD,
5994,13-Apr-13,,-32.22,Groceries,CAD CREDIT CARD,
5995,13-Apr-13,,-35.2,Groceries,CAD CREDIT CARD,
5996,14-Apr-13,,-222.38,Clothing,CAD CREDIT CARD,
5997,14-Apr-13,,-1.9,Personal Care,CAD CREDIT CARD,
5998,15-Apr-13,,58.4,Transfer,US CHECKING,
5999,15-Apr-13,,-19.72,Restaurants,CAD CREDIT CARD,
6000,15-Apr-13,,-18.32,Alcohol & Bars,CAD CREDIT CARD,
6001,15-Apr-13,,-22.5,Alcohol & Bars,CAD CREDIT CARD,
6002,15-Apr-13,,-22.92,Alcohol & Bars,CAD CREDIT CARD,
6003,15-Apr-13,,2934.61,Paycheck,CAD CHECKING,
6004,15-Apr-13,,-2.4,Fast Food,CAD CREDIT CARD,
6005,15-Apr-13,,-5.19,Personal Care,CAD CREDIT CARD,
6006,15-Apr-13,,-384.76,Entertainment,CAD CREDIT CARD,
6007,15-Apr-13,,-36.38,Restaurants,CAD CREDIT CARD,
6008,16-Apr-13,,-8.65,Misc Expenses,CAD CREDIT CARD,
6009,16-Apr-13,,-29.1,Alcohol & Bars,CAD CREDIT CARD,
6010,16-Apr-13,,-1.63,Fast Food,CAD CREDIT CARD,
6011,16-Apr-13,,-2.55,Fast Food,CAD CREDIT CARD,
6012,17-Apr-13,,-7.5,Fast Food,CAD CREDIT CARD,
6013,17-Apr-13,,-17.93,Clothing,CAD CREDIT CARD,
6014,17-Apr-13,,-9.02,Coffee Shops,CAD CREDIT CARD,
6015,17-Apr-13,,-8.29,Personal Care,CAD CREDIT CARD,
6016,18-Apr-13,,-32.23,Alcohol & Bars,CAD CREDIT CARD,
6017,18-Apr-13,,-35.47,Clothing,CAD CREDIT CARD,
6018,19-Apr-13,,-3,Fast Food,CAD CREDIT CARD,
6019,19-Apr-13,,-32.1,Personal Care,CAD CREDIT CARD,
6020,19-Apr-13,,-6.25,Coffee Shops,CAD CREDIT CARD,
6021,19-Apr-13,,-71.1,Restaurants,CAD CREDIT CARD,
6022,19-Apr-13,,-2.09,Fast Food,CAD CREDIT CARD,
6023,19-Apr-13,,-6.49,Fast Food,CAD CREDIT CARD,
6024,19-Apr-13,,-27.92,Alcohol & Bars,CAD CREDIT CARD,
6025,19-Apr-13,,-11.27,Fast Food,CAD CREDIT CARD,
6026,19-Apr-13,,-162.28,Clothing,CAD CREDIT CARD,
6027,20-Apr-13,,-2.47,Fast Food,CAD CREDIT CARD,
6028,20-Apr-13,,-33.52,Clothing,CAD CREDIT CARD,
6029,20-Apr-13,,-74.77,Furnishings,CAD CREDIT CARD,
6030,21-Apr-13,,-4.8,Entertainment,CAD CREDIT CARD,
6031,21-Apr-13,,-9.15,Coffee Shops,CAD CREDIT CARD,
6032,21-Apr-13,,-1.21,Fast Food,CAD CREDIT CARD,
6033,22-Apr-13,,-6.89,Fast Food,CAD CREDIT CARD,
6034,22-Apr-13,,-151.56,Furnishings,CAD CREDIT CARD,
6035,23-Apr-13,,-1.96,Fast Food,CAD CREDIT CARD,
6036,23-Apr-13,,-18.76,Alcohol & Bars,CAD CREDIT CARD,
6037,23-Apr-13,,-15.31,Misc Expenses,CAD CREDIT CARD,
6038,23-Apr-13,,-31.1,Personal Care,CAD CREDIT CARD,
6039,23-Apr-13,,-78.7,Clothing,CAD CREDIT CARD,
6040,23-Apr-13,,-63.69,Groceries,CAD CREDIT CARD,
6041,23-Apr-13,,-6.33,Alcohol & Bars,CAD CREDIT CARD,
6042,23-Apr-13,,-8.62,Alcohol & Bars,CAD CREDIT CARD,
6043,23-Apr-13,,-26.8,Alcohol & Bars,CAD CREDIT CARD,
6044,24-Apr-13,,-3.01,Personal Care,CAD CREDIT CARD,
6045,24-Apr-13,,-20.8,Alcohol & Bars,CAD CREDIT CARD,
6046,24-Apr-13,,-8.57,Fast Food,CAD CREDIT CARD,
6047,24-Apr-13,,-32.81,Alcohol & Bars,CAD CREDIT CARD,
6048,25-Apr-13,,-1.95,Fast Food,CAD CREDIT CARD,
6049,25-Apr-13,,-23.89,Alcohol & Bars,CAD CREDIT CARD,
6050,26-Apr-13,,-2.05,Fast Food,CAD CREDIT CARD,
6051,26-Apr-13,,-23.67,Alcohol & Bars,CAD CREDIT CARD,
6052,26-Apr-13,,-4.39,Fast Food,CAD CREDIT CARD,
6053,27-Apr-13,,-20,Alcohol & Bars,US CHECKING,
6054,27-Apr-13,,-15.17,Fast Food,CAD CREDIT CARD,
6055,28-Apr-13,,-23.2,Alcohol & Bars,US CHECKING,
6056,28-Apr-13,,-8.66,Coffee Shops,CAD CREDIT CARD,
6057,29-Apr-13,,386.1,Gift Received,CAD CHECKING,
6058,30-Apr-13,,526.65,Transfer,US CHECKING 2,
6059,30-Apr-13,,-7,Bank Fee,US CHECKING,
6060,30-Apr-13,,-16,Coffee Shops,CAD CREDIT CARD,
6061,30-Apr-13,,-113.23,Entertainment,CAD CREDIT CARD,
6062,30-Apr-13,,-15.48,Home Insurance,CAD CHECKING,
6063,1-May-13,,-10.34,Personal Care,CAD CREDIT CARD,
6064,1-May-13,,1828.82,Paycheck,CAD CHECKING,
6065,1-May-13,,-58.7,Alcohol & Bars,CAD CREDIT CARD,
6066,2-May-13,,-5.2,Coffee Shops,CAD CREDIT CARD,
6067,2-May-13,,20.13,Interest Income,CAD SAVINGS,
6068,2-May-13,,-32.6,Alcohol & Bars,CAD CREDIT CARD,
6069,2-May-13,,-2.82,Groceries,CAD CREDIT CARD,
6070,3-May-13,,-6.04,Fast Food,CAD CREDIT CARD,
6071,3-May-13,,-5.03,Fast Food,CAD CREDIT CARD,
6072,3-May-13,,-25.72,Alcohol & Bars,CAD CREDIT CARD,
6073,3-May-13,,-30.58,Alcohol & Bars,CAD CREDIT CARD,
6074,3-May-13,,-88.13,Groceries,CAD CREDIT CARD,
6075,3-May-13,,-1500,Credit Card Payment,CAD CHECKING,
6076,4-May-13,,-7.43,Coffee Shops,CAD CREDIT CARD,
6077,4-May-13,,-17.72,Alcohol & Bars,CAD CREDIT CARD,
6078,4-May-13,,-22.94,Alcohol & Bars,CAD CREDIT CARD,
6079,4-May-13,,-2.1,Fast Food,CAD CREDIT CARD,
6080,4-May-13,,-1755,Mortgage & Rent,CAD CHECKING,
6081,5-May-13,,-7.59,Rental Car & Taxi,CAD CREDIT CARD,
6082,5-May-13,,-33,Utilities,CAD CHECKING,
6083,5-May-13,,-1112.26,Paycheck,CAD CHECKING,
6084,5-May-13,,-11.2,Coffee Shops,CAD CREDIT CARD,
6085,6-May-13,,-24.45,Rental Car & Taxi,CAD CREDIT CARD,
6086,6-May-13,,-133,Utilities,CAD CHECKING,
6087,7-May-13,,-1.78,Transportation,CAD CREDIT CARD,
6088,7-May-13,,-37.84,Restaurants,CAD CREDIT CARD,
6089,7-May-13,,-128.36,Restaurants,CAD CREDIT CARD,
6090,7-May-13,,-21.62,Clothing,CAD CREDIT CARD,
6091,7-May-13,,-50,Charity,CAD CREDIT CARD,
6092,7-May-13,,-280.67,Entertainment,CAD CREDIT CARD,
6093,7-May-13,,-6.97,Fast Food,CAD CREDIT CARD,
6094,8-May-13,,-56.87,Clothing,CAD CREDIT CARD,
6095,8-May-13,,-14.67,Coffee Shops,CAD CREDIT CARD,
6096,8-May-13,,-6.34,Fast Food,CAD CREDIT CARD,
6097,8-May-13,,-9.17,Coffee Shops,CAD CREDIT CARD,
6098,9-May-13,,1620,Credit Card Payment,CAD CREDIT CARD,
6099,9-May-13,,-12.41,Alcohol & Bars,CAD CREDIT CARD,
6100,9-May-13,,-8.77,Rental Car & Taxi,CAD CREDIT CARD,
6101,10-May-13,,-59.34,Alcohol & Bars,CAD CREDIT CARD,
6102,10-May-13,,-5.04,Fast Food,CAD CREDIT CARD,
6103,12-May-13,,6.95,Transfer,CAD SAVINGS,
6104,12-May-13,,-82.86,Alcohol & Bars,CAD CREDIT CARD,
6105,13-May-13,,-32.49,Rental Car & Taxi,CAD CREDIT CARD,
6106,13-May-13,,-2.91,Personal Care,CAD CREDIT CARD,
6107,13-May-13,,-27.44,Alcohol & Bars,CAD CREDIT CARD,
6108,14-May-13,,-5.97,Entertainment,CAD CREDIT CARD,
6109,14-May-13,,-16.8,Coffee Shops,CAD CREDIT CARD,
6110,14-May-13,,-48.58,Alcohol & Bars,CAD CREDIT CARD,
6111,15-May-13,,-7.02,Coffee Shops,CAD CREDIT CARD,
6112,15-May-13,,-15.44,Coffee Shops,CAD CREDIT CARD,
6113,15-May-13,,-29.63,Alcohol & Bars,CAD CREDIT CARD,
6114,15-May-13,,-45,Restaurants,CAD CREDIT CARD,
6115,16-May-13,,-7.14,Coffee Shops,CAD CREDIT CARD,
6116,16-May-13,,-1.9,Fast Food,CAD CREDIT CARD,
6117,16-May-13,,-16.69,Alcohol & Bars,CAD CREDIT CARD,
6118,17-May-13,,-22.95,Restaurants,CAD CREDIT CARD,
6119,17-May-13,,-27.48,Alcohol & Bars,CAD CREDIT CARD,
6120,18-May-13,,3951.14,Paycheck,CAD CHECKING,
6121,18-May-13,,600.6,Paycheck,CAD CHECKING,
6122,18-May-13,,-1.4,Personal Care,CAD CREDIT CARD,
6123,18-May-13,,-1.89,Fast Food,CAD CREDIT CARD,
6124,18-May-13,,-7.26,Rental Car & Taxi,CAD CREDIT CARD,
6125,18-May-13,,-33.6,Alcohol & Bars,CAD CREDIT CARD,
6126,18-May-13,,-234,Entertainment,CAD CREDIT CARD,
6127,18-May-13,,-7,Coffee Shops,CAD CREDIT CARD,
6128,19-May-13,,-15.81,Alcohol & Bars,CAD CREDIT CARD,
6129,19-May-13,,-26.61,Restaurants,CAD CREDIT CARD,
6130,20-May-13,,-4.5,Fast Food,CAD CREDIT CARD,
6131,20-May-13,,-6.18,Rental Car & Taxi,CAD CREDIT CARD,
6132,20-May-13,,-14.03,Alcohol & Bars,CAD CREDIT CARD,
6133,20-May-13,,-18.97,Personal Care,CAD CREDIT CARD,
6134,20-May-13,,-107.79,Clothing,CAD CREDIT CARD,
6135,20-May-13,,-28.04,Alcohol & Bars,CAD CREDIT CARD,
6136,20-May-13,,-34.61,Alcohol & Bars,CAD CREDIT CARD,
6137,20-May-13,,-16.8,Coffee Shops,CAD CREDIT CARD,
6138,21-May-13,,-2.97,Fast Food,CAD CREDIT CARD,
6139,21-May-13,,-1.79,Misc Expenses,CAD CREDIT CARD,
6140,21-May-13,,-8.38,Rental Car & Taxi,CAD CREDIT CARD,
6141,21-May-13,,-73.23,Clothing,CAD CREDIT CARD,
6142,21-May-13,,-1.76,Fast Food,CAD CREDIT CARD,
6143,21-May-13,,-5.15,Fast Food,CAD CREDIT CARD,
6144,21-May-13,,-9.08,Coffee Shops,CAD CREDIT CARD,
6145,21-May-13,,-20,Fast Food,CAD CREDIT CARD,
6146,22-May-13,,-17.02,Hair,CAD CREDIT CARD,
6147,23-May-13,,-18.5,Restaurants,CAD CREDIT CARD,
6148,23-May-13,,-6.16,Fast Food,CAD CREDIT CARD,
6149,24-May-13,,-43.03,Restaurants,CAD CREDIT CARD,
6150,24-May-13,,-5.43,Fast Food,CAD CREDIT CARD,
6151,24-May-13,,-44,Charity,CAD CREDIT CARD,
6152,24-May-13,,-62.39,Restaurants,CAD CREDIT CARD,
6153,24-May-13,,-48.64,Alcohol & Bars,CAD CREDIT CARD,
6154,25-May-13,,-9.6,Rental Car & Taxi,CAD CREDIT CARD,
6155,25-May-13,,-8.44,Rental Car & Taxi,CAD CREDIT CARD,
6156,25-May-13,,-9.62,Rental Car & Taxi,CAD CREDIT CARD,
6157,25-May-13,,-7.9,Personal Care,CAD CREDIT CARD,
6158,26-May-13,,-7.22,Fast Food,CAD CREDIT CARD,
6159,26-May-13,,-18.01,Personal Care,CAD CREDIT CARD,
6160,26-May-13,,-71.55,Groceries,CAD CREDIT CARD,
6161,26-May-13,,-8.31,Fast Food,CAD CREDIT CARD,
6162,26-May-13,,-95,Utilities,CAD CHECKING,
6163,27-May-13,,-11.03,Alcohol & Bars,CAD CREDIT CARD,
6164,27-May-13,,-9.47,Alcohol & Bars,CAD CREDIT CARD,
6165,27-May-13,,-14.36,Coffee Shops,CAD CREDIT CARD,
6166,27-May-13,,-1664.23,Credit Card Payment,CAD CHECKING,
6167,28-May-13,,-4.65,Fast Food,CAD CREDIT CARD,
6168,28-May-13,,-7,Bank Fee,US CHECKING,
6169,28-May-13,,-34.28,Restaurants,CAD CREDIT CARD,
6170,28-May-13,,3990,Transfer,CAD TFSA,
6171,28-May-13,,-10,Transfer,CAD CHECKING,
6172,28-May-13,,-3.54,Fast Food,CAD CREDIT CARD,
6173,28-May-13,,-13.9,Alcohol & Bars,CAD CREDIT CARD,
6174,29-May-13,,-7.02,Fast Food,CAD CREDIT CARD,
6175,29-May-13,,-21.59,Rental Car & Taxi,CAD CREDIT CARD,
6176,29-May-13,,-8.39,Groceries,CAD CREDIT CARD,
6177,29-May-13,,-7.56,Groceries,CAD CREDIT CARD,
6178,29-May-13,,-35,Utilities,CAD CHECKING,
6179,29-May-13,,400.92,Paycheck,CAD CHECKING,
6180,29-May-13,,5.24,Interest Income,CAD SAVINGS,
6181,29-May-13,,-50,Charity,CAD CREDIT CARD,
6182,30-May-13,,295.69,Transfer,US CHECKING 2,
6183,30-May-13,,-7.8,Fast Food,CAD CREDIT CARD,
6184,30-May-13,,3486.95,Credit Card Payment,CAD CREDIT CARD,
6185,31-May-13,,2658.16,Paycheck,CAD CHECKING,
6186,31-May-13,,8.37,Interest Income,CAD SAVINGS,
6187,31-May-13,,0.3,Interest Income,CAD TFSA,
6188,31-May-13,,-2.5,Fast Food,CAD CREDIT CARD,
6189,31-May-13,,-12.5,Fast Food,CAD CREDIT CARD,
6190,1-Jun-13,,-5.13,Personal Care,CAD CREDIT CARD,
6191,1-Jun-13,,-8.04,Coffee Shops,CAD CREDIT CARD,
6192,1-Jun-13,,-19.34,Home Insurance,CAD CHECKING,
6193,1-Jun-13,,-64.28,Restaurants,CAD CREDIT CARD,
6194,1-Jun-13,,-10.1,Alcohol & Bars,CAD CREDIT CARD,
6195,1-Jun-13,,-34.2,Personal Care,CAD CREDIT CARD,
6196,2-Jun-13,,-55.73,Restaurants,CAD CREDIT CARD,
6197,3-Jun-13,,1965.04,Paycheck,US CHECKING,
6198,3-Jun-13,,-5.1,Coffee Shops,CAD CREDIT CARD,
6199,3-Jun-13,,-15.65,Rental Car & Taxi,CAD CREDIT CARD,
6200,3-Jun-13,,-50.86,Groceries,CAD CREDIT CARD,
6201,3-Jun-13,,-15.88,Coffee Shops,CAD CREDIT CARD,
6202,4-Jun-13,,1584.12,Paycheck,US CHECKING,
6203,4-Jun-13,,-18.89,Alcohol & Bars,CAD CREDIT CARD,
6204,4-Jun-13,,-2.3,Fast Food,CAD CREDIT CARD,
6205,5-Jun-13,,-22.4,Rental Car & Taxi,CAD CREDIT CARD,
6206,5-Jun-13,,-88.23,Alcohol & Bars,CAD CREDIT CARD,
6207,6-Jun-13,,-7.68,Fast Food,CAD CREDIT CARD,
6208,6-Jun-13,,-9.1,Coffee Shops,CAD CREDIT CARD,
6209,6-Jun-13,,-99.31,Restaurants,CAD CREDIT CARD,
6210,7-Jun-13,,-16.6,Coffee Shops,CAD CREDIT CARD,
6211,7-Jun-13,,-15.49,Alcohol & Bars,CAD CREDIT CARD,
6212,7-Jun-13,,-265.98,Entertainment,CAD CREDIT CARD,
6213,7-Jun-13,,-7,Transportation,US CHECKING,
6214,7-Jun-13,,-7.81,Fast Food,CAD CREDIT CARD,
6215,8-Jun-13,,-11,Alcohol & Bars,US CHECKING,
6216,8-Jun-13,,-26.16,Alcohol & Bars,CAD CREDIT CARD,
6217,8-Jun-13,,-46.29,Alcohol & Bars,US CHECKING,
6218,9-Jun-13,,-12.6,Rental Car & Taxi,US CHECKING,
6219,9-Jun-13,,-21.46,Alcohol & Bars,US CHECKING,
6220,9-Jun-13,,-12,Alcohol & Bars,US CHECKING,
6221,9-Jun-13,,-86,Restaurants,US CHECKING,
6222,10-Jun-13,,-7,Rental Car & Taxi,US CHECKING,
6223,10-Jun-13,,-23,Alcohol & Bars,US CHECKING,
6224,10-Jun-13,,-108.86,Restaurants,US CHECKING,
6225,10-Jun-13,,-13.54,Fast Food,CAD CREDIT CARD,
6226,11-Jun-13,,-7.45,Coffee Shops,US CHECKING,
6227,11-Jun-13,,-12.17,Coffee Shops,US CHECKING,
6228,11-Jun-13,,-32,Fast Food,CAD CREDIT CARD,
6229,11-Jun-13,,-29.95,Alcohol & Bars,US CHECKING,
6230,11-Jun-13,,-42.77,Groceries,US CHECKING,
6231,11-Jun-13,,-14.16,Fast Food,CAD CREDIT CARD,
6232,12-Jun-13,,-2016,Mortgage & Rent,CAD CHECKING,
6233,12-Jun-13,,-5.07,Personal Care,CAD CREDIT CARD,
6234,12-Jun-13,,-8.63,Fast Food,CAD CREDIT CARD,
6235,12-Jun-13,,-25.8,Rental Car & Taxi,CAD CREDIT CARD,
6236,13-Jun-13,,1216.84,Paycheck,CAD CHECKING,
6237,14-Jun-13,,-6.99,Rental Car & Taxi,CAD CREDIT CARD,
6238,15-Jun-13,,-30.19,Alcohol & Bars,CAD CREDIT CARD,
6239,15-Jun-13,,-7.1,Fast Food,CAD CREDIT CARD,
6240,15-Jun-13,,-9.99,Coffee Shops,CAD CREDIT CARD,
6241,16-Jun-13,,-9.35,Restaurants,CAD CREDIT CARD,
6242,16-Jun-13,,-391.2,Entertainment,CAD CREDIT CARD,
6243,16-Jun-13,,-9,Fast Food,CAD CREDIT CARD,
6244,16-Jun-13,,-2.63,Fast Food,CAD CREDIT CARD,
6245,17-Jun-13,,-3,Coffee Shops,CAD CREDIT CARD,
6246,17-Jun-13,,-91,Alcohol & Bars,US CHECKING,
6247,18-Jun-13,,-14.52,Alcohol & Bars,CAD CREDIT CARD,
6248,18-Jun-13,,-20.25,Alcohol & Bars,CAD CREDIT CARD,
6249,18-Jun-13,,-19.1,Alcohol & Bars,CAD CREDIT CARD,
6250,18-Jun-13,,-6.91,Coffee Shops,CAD CREDIT CARD,
6251,18-Jun-13,,-12.86,Rental Car & Taxi,CAD CREDIT CARD,
6252,18-Jun-13,,-4.36,Personal Care,CAD CREDIT CARD,
6253,18-Jun-13,,-19.1,Alcohol & Bars,CAD CREDIT CARD,
6254,18-Jun-13,,-56.05,Alcohol & Bars,CAD CREDIT CARD,
6255,19-Jun-13,,-64.71,Entertainment,CAD CREDIT CARD,
6256,21-Jun-13,,-5.7,Fast Food,CAD CREDIT CARD,
6257,21-Jun-13,,-13.29,Rental Car & Taxi,CAD CREDIT CARD,
6258,21-Jun-13,,-17.44,Rental Car & Taxi,CAD CREDIT CARD,
6259,21-Jun-13,,-108,Travel,US CHECKING,
6260,21-Jun-13,,-71.1,Groceries,CAD CREDIT CARD,
6261,22-Jun-13,,-11.82,Fast Food,CAD CREDIT CARD,
6262,23-Jun-13,,-20.9,Fast Food,CAD CREDIT CARD,
6263,23-Jun-13,,-16.74,Alcohol & Bars,CAD CREDIT CARD,
6264,23-Jun-13,,-26.97,Restaurants,CAD CREDIT CARD,
6265,24-Jun-13,,-4,Bank Fee,US CHECKING,
6266,24-Jun-13,,-27,Hair,US CHECKING,
6267,25-Jun-13,,-9.5,Coffee Shops,CAD CREDIT CARD,
6268,25-Jun-13,,-19.1,Alcohol & Bars,CAD CREDIT CARD,
6269,25-Jun-13,,-20.4,Restaurants,CAD CREDIT CARD,
6270,25-Jun-13,,-13.05,Coffee Shops,CAD CREDIT CARD,
6271,26-Jun-13,,-8.88,Coffee Shops,CAD CREDIT CARD,
6272,27-Jun-13,,454.89,Transfer,US CHECKING 2,
6273,28-Jun-13,,2084,Paycheck,CAD CHECKING,
6274,28-Jun-13,,-48.98,Alcohol & Bars,CAD CREDIT CARD,
6275,29-Jun-13,,17.11,Interest Income,CAD SAVINGS,
6276,29-Jun-13,,-5.24,Personal Care,US CHECKING,
6277,30-Jun-13,,3.89,Interest Income,CAD TFSA,
